Name,First year,Last year,Full Name,Country,Positions,Bat hand,Throw hand,HoF,HoF type,HoF year,HoF comittee,Years,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W,RA9,RA9opp,RA9def,RA9role,PPFp,RA9avg,RAA,WAA,gmLI,WAAadj,WAR,RAR,waaWL%,162WL%
Edwar Colina,2020,2020,Edwar Osnel de la Cruz Colina,ve,['Pitcher'],Right,Right,-,-,-,-,1.0,0.0,0.0,,81.00,1.0,0.0,0.0,0.0,0.0,0.0,0.1,4.0,3.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,11.0,60.19,18.000,108.0,27.0,54.0,0.0,0.00,81.00,4.37,1.84,-0.27,0.00,94.0,2.13,-3,-0.2,.31,0.1,-0.2,-3,.273
Allan Collamore,1911,1915,Allan Edward Collamore,us,['Pitcher'],Right,Right,-,-,-,-,3.0,5.0,13.0,.278,3.30,40.0,14.0,22.0,8.0,2.0,0.0,171.2,158.0,83.0,63.0,4.0,74.0,,48.0,8.0,0.0,7.0,692.0,90.0,3.61,1.351,8.3,0.2,3.9,2.5,0.65,4.39,3.86,-0.18,0.00,103.9,4.19,-3,0.1,.96,-0.2,1.7,11.0,.502,.500
Hap Collard,1927,1930,Earl Clinton Collard,us,['Pitcher'],Right,Right,-,-,-,-,3.0,6.0,12.0,.333,6.60,35.0,15.0,11.0,4.0,0.0,0.0,136.1,200.0,116.0,100.0,15.0,46.0,1.0,28.0,3.0,0.0,3.0,646.0,82.0,4.94,1.804,13.2,1.0,3.0,1.8,0.61,7.66,5.64,-0.59,0.00,107.4,6.69,-14,-1.2,1.15,0.0,0.0,0.0,.464,.496
Willie Collazo,2007,2007,William Collazo,pr,['Pitcher'],Left,Left,-,-,-,-,1.0,0.0,0.0,,6.35,6.0,0.0,1.0,0.0,0.0,0.0,5.2,7.0,4.0,4.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,27.0,72.0,5.89,2.118,11.1,0.0,7.9,0.0,0.00,6.35,4.82,0.27,-0.35,96.8,4.07,-1,-0.1,.06,0.1,0.0,-1,.477,.499
Orlin Collier,1931,1931,Orlin Edward Collier,us,['Pitcher'],Right,Right,-,-,-,-,1.0,0.0,1.0,.000,7.84,2.0,2.0,0.0,0.0,0.0,0.0,10.1,17.0,12.0,9.0,0.0,7.0,0.0,3.0,0.0,0.0,0.0,55.0,60.0,4.59,2.323,14.8,0.0,6.1,2.6,0.43,10.45,4.99,-0.13,0.00,102.4,5.24,-6,-0.4,,0.0,-0.3,-5,.276,.497
Collins,1928,1928,,,['Pitcher'],-,-,-,-,-,-,1.0,1.0,0.0,1.000,0.00,1.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,4.0,,3.03,1.000,9.0,0.0,0.0,0.0,,0.00,5.85,0.23,0.00,100.0,5.62,1.0,0.1,1.00,0.0,0.1,1.0,.558,.500
Collins,1948,1948,,,['Pitcher'],-,-,-,-,-,-,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,,0.0,,
Atkins Collins,1932,1932,Burton Atkins Collins,us,['Pitcher'],-,-,-,-,-,-,1.0,0.0,1.0,.000,54.00,1.0,1.0,0.0,0.0,0.0,0.0,0.2,4.0,5.0,4.0,0.0,3.0,,0.0,0.0,,0.0,9.0,12.0,16.29,10.500,54.0,0.0,40.5,0.0,0.00,67.50,5.02,-0.19,0.00,100.0,5.21,-5,-0.3,,0.0,-0.3,-5,.210,.498
Don Collins,1977,1980,Donald Edward Collins,us,['Pitcher'],Right,Left,-,-,-,-,2.0,3.0,9.0,.250,5.28,44.0,6.0,10.0,0.0,0.0,2.0,76.2,91.0,48.0,45.0,8.0,48.0,9.0,27.0,1.0,3.0,4.0,357.0,85.0,5.31,1.813,10.7,0.9,5.6,3.2,0.56,5.63,4.55,-0.88,-0.17,114.3,6.01,3.0,0.3,1.08,0.0,0.9,10.0,.507,.502
Gene Collins,1947,1948,Eugene Marvin Collins,us,['Pitcher'],Left,Left,-,-,-,-,2.0,5.0,5.0,.500,5.57,15.0,10.0,3.0,5.0,1.0,1.0,76.0,54.0,65.0,47.0,1.0,85.0,0.0,85.0,7.0,0.0,3.0,384.0,86.0,4.30,1.829,6.4,0.1,10.1,10.1,1.00,7.70,5.21,0.01,0.00,100.0,5.20,-15,-1.1,1.00,-0.1,-0.5,-11,.427,.497
Phil Collins,1923,1935,Philip Eugene Collins,us,['Pitcher'],Right,Right,-,-,-,-,8.0,80.0,85.0,.485,4.66,292.0,141.0,111.0,64.0,4.0,24.0,1324.1,1541.0,784.0,686.0,125.0,497.0,34.0,423.0,37.0,6.0,13.0,5934.0,100.0,4.78,1.539,10.5,0.8,3.4,2.9,0.85,5.33,4.90,-0.25,0.00,110.2,5.68,51.0,5.2,1.49,-0.8,15.7,171.0,.518,.506
Ray Collins,1909,1915,Ray Williston Collins,us,['Pitcher'],Left,Left,-,-,-,-,7.0,84.0,62.0,.575,2.51,199.0,151.0,36.0,90.0,19.0,4.0,1336.0,1246.0,493.0,373.0,15.0,269.0,,511.0,10.0,2.0,11.0,5203.0,115.0,2.54,1.134,8.4,0.1,1.8,3.4,1.90,3.32,4.06,0.04,0.00,99.0,3.98,101.0,12.4,.87,-1.1,24.8,221.0,.562,.513
Rip Collins,1920,1931,Harry Warren Collins,us,['Pitcher'],Right,Right,-,-,-,-,11.0,108.0,82.0,.568,4.00,311.0,219.0,49.0,83.0,15.0,5.0,1711.1,1795.0,926.0,760.0,73.0,673.0,1.0,569.0,81.0,5.0,44.0,7467.0,106.0,4.05,1.442,9.4,0.4,3.5,3.0,0.85,4.87,4.96,0.03,0.00,100.7,4.96,13.0,2.1,1.01,-1.0,18.9,216.0,.507,.502
Sonny Collins,1934,1934,Sonny Collins,,['Pitcher'],-,-,-,-,-,-,1.0,1.0,1.0,.500,7.36,5.0,2.0,,1.0,0.0,0.0,25.2,40.0,25.0,21.0,2.0,14.0,,6.0,1.0,,0.0,133.0,57.0,5.48,2.104,14.0,0.7,4.9,2.1,0.43,8.77,4.87,0.08,0.00,100.0,4.78,-10,-0.9,1.00,-0.1,-0.7,-9,.330,.495
Tim Collins,2011,2019,Timothy Michael Collins,us,['Pitcher'],Left,Left,-,-,-,-,6.0,12.0,17.0,.414,3.60,275.0,0.0,52.0,0.0,0.0,0.0,242.1,206.0,106.0,97.0,24.0,136.0,11.0,245.0,6.0,0.0,8.0,1050.0,116.0,4.10,1.411,7.7,0.9,5.1,9.1,1.80,3.94,4.55,0.12,-0.34,101.7,4.16,5.0,0.5,1.17,-0.6,2.4,30.0,.502,.501
Josh Collmenter,2011,2017,Joshua Michael Collmenter,us,['Pitcher'],Right,Right,-,-,-,-,7.0,38.0,35.0,.521,3.64,214.0,78.0,56.0,2.0,2.0,2.0,695.1,665.0,298.0,281.0,88.0,168.0,19.0,494.0,15.0,1.0,9.0,2858.0,109.0,4.11,1.198,8.6,1.1,2.2,6.4,2.94,3.86,4.14,0.22,0.00,103.8,4.07,16.0,2.1,.77,-0.8,7.4,72.0,.510,.502
Jackie Collum,1951,1962,Jack Dean Collum,us,['Pitcher'],Left,Left,-,-,-,-,9.0,32.0,28.0,.533,4.15,171.0,37.0,63.0,11.0,2.0,12.0,464.0,480.0,247.0,214.0,44.0,173.0,17.0,171.0,16.0,0.0,8.0,1977.0,101.0,4.17,1.407,9.3,0.9,3.4,3.3,0.99,4.79,4.43,0.18,0.00,102.5,4.36,-17,-1.4,1.20,-0.1,3.3,27.0,.492,.500
Alex Colome,2013,2022,Alexander Manuel Colome,do,['Pitcher'],Right,Right,-,-,-,-,10.0,33.0,27.0,.550,3.14,406.0,19.0,236.0,0.0,0.0,157.0,501.1,446.0,212.0,175.0,44.0,170.0,18.0,450.0,19.0,1.0,33.0,2104.0,132.0,3.63,1.229,8.0,0.8,3.1,8.1,2.65,3.81,4.58,0.14,-0.22,0.03,98.1,4.18,18.0,1.9,1.59,-0.3,6.7,70.0,.505
Jesus Colome,2001,2010,Jesus Colome,do,['Pitcher'],Right,Right,-,-,-,-,10.0,19.0,27.0,.413,4.69,341.0,0.0,125.0,0.0,0.0,6.0,426.1,418.0,242.0,222.0,49.0,224.0,26.0,330.0,17.0,3.0,37.0,1908.0,93.0,4.72,1.506,8.8,1.0,4.7,7.0,1.47,5.11,4.89,-0.03,-0.36,97.8,4.46,-31,-3.0,1.05,-0.9,0.3,13.0,.491,.499
Bartolo Colon,1997,2018,Bartolo Colon,do,['Pitcher'],Right,Right,-,-,-,-,21.0,247.0,188.0,.568,4.12,565.0,552.0,2.0,38.0,13.0,0.0,3461.2,3593.0,1719.0,1584.0,439.0,948.0,47.0,2535.0,64.0,6.0,45.0,14655.0,106.0,4.15,1.312,9.3,1.1,2.5,6.6,2.67,4.47,4.70,0.01,0.18,99.6,4.86,141.0,16.3,.54,-2.2,48.1,513.0,.529,.506
Joe Colon,2016,2016,Joseph Colon,pr,['Pitcher'],Right,Right,-,-,-,-,1.0,1.0,3.0,.250,7.20,11.0,0.0,5.0,0.0,0.0,0.0,10.0,12.0,9.0,8.0,2.0,7.0,1.0,10.0,0.0,1.0,1.0,50.0,65.0,5.85,1.900,10.8,1.8,6.3,9.0,1.43,8.10,4.44,0.26,-0.32,106.5,4.11,-4,-0.4,.87,0.0,-0.3,-3,.460,.497
Roman Colon,2004,2012,Roman Benedicto Colon,do,['Pitcher'],Right,Right,-,-,-,-,6.0,8.0,10.0,.444,5.19,124.0,8.0,33.0,0.0,0.0,1.0,187.1,213.0,112.0,108.0,30.0,70.0,5.0,120.0,4.0,3.0,12.0,829.0,85.0,5.06,1.511,10.2,1.4,3.4,5.8,1.71,5.38,4.83,0.00,-0.23,98.1,4.51,-19,-1.9,.86,-0.2,-0.2,1.0,.485,.499
Dick Colpaert,1970,1970,Richard Charles Colpaert,us,['Pitcher'],Right,Right,-,-,-,-,1.0,1.0,0.0,1.000,5.91,8.0,0.0,2.0,0.0,0.0,0.0,10.2,9.0,7.0,7.0,3.0,8.0,2.0,6.0,0.0,0.0,1.0,47.0,68.0,7.42,1.594,7.6,2.5,6.8,5.1,0.75,5.91,4.53,0.18,-0.19,98.3,4.08,-2,-0.2,.52,0.0,-0.1,-1,.471,.499
Loyd Colson,1970,1970,Loyd Albert Colson,us,['Pitcher'],Right,Right,-,-,-,-,1.0,0.0,0.0,,4.50,1.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,9.0,96.0,-0.36,1.500,13.5,0.0,0.0,13.5,,4.50,4.10,0.15,-0.17,90.0,3.40,0.0,0.0,.81,0.0,0.0,0.0,.475,.500
Larry Colton,1968,1968,Lawrence Robert Colton,us,['Pitcher'],Left,Right,-,-,-,-,1.0,0.0,0.0,,4.50,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,9.0,84.0,0.39,1.500,13.5,0.0,0.0,9.0,,4.50,3.94,-0.41,-0.18,112.0,4.67,0.0,0.0,.07,0.0,0.0,0.0,.501,.500
Steve Colyer,2003,2007,Stephen Edward Colyer,us,['Pitcher'],Left,Left,-,-,-,-,3.0,1.0,1.0,.500,5.04,61.0,0.0,13.0,0.0,0.0,0.0,55.1,64.0,32.0,31.0,9.0,37.0,1.0,51.0,1.0,0.0,5.0,253.0,87.0,5.39,1.825,10.4,1.5,6.0,8.3,1.38,5.20,5.04,0.10,-0.38,97.1,4.42,-5,-0.5,.74,-0.2,-0.1,1.0,.492,.497
Jim Colzie,1946,1947,James C. Colzie,us,['Pitcher'],Left,Right,-,-,-,-,2.0,3.0,4.0,.429,5.43,13.0,7.0,4.0,4.0,0.0,1.0,66.1,87.0,52.0,40.0,2.0,30.0,0.0,33.0,0.0,0.0,1.0,314.0,82.0,3.38,1.764,11.8,0.3,4.1,4.5,1.10,7.06,5.21,0.13,0.00,100.0,5.08,-9,-0.8,1.00,-0.1,-0.4,-7,.441,.498
Geoff Combe,1980,1981,Geoffrey Wade Combe,us,['Pitcher'],Right,Right,-,-,-,-,2.0,1.0,0.0,1.000,8.51,18.0,0.0,6.0,0.0,0.0,0.0,24.1,36.0,23.0,23.0,3.0,14.0,2.0,19.0,0.0,0.0,1.0,116.0,43.0,4.41,2.055,13.3,1.1,5.2,7.0,1.36,8.51,3.95,-0.02,-0.31,100.2,3.66,-13,-1.4,.43,0.4,-0.8,-11,.422,.495
Jack Combs,1923,1926,Jack Combs,us,['Pitcher'],Right,Right,-,-,-,-,4.0,16.0,20.0,.444,6.56,65.0,40.0,17.0,10.0,0.0,1.0,300.1,352.0,249.0,219.0,19.0,130.0,,115.0,8.0,1.0,0.0,1371.0,71.0,4.09,1.605,10.5,0.6,3.9,3.4,0.88,7.46,5.37,0.15,0.00,100.0,5.21,-69,-5.6,1.00,-0.4,-3.1,-40,.413,.488
Pat Combs,1989,1992,Patrick Dennis Combs,us,['Pitcher'],Left,Left,-,-,-,-,4.0,17.0,17.0,.500,4.22,56.0,54.0,0.0,5.0,3.0,0.0,305.0,299.0,157.0,143.0,21.0,147.0,9.0,190.0,6.0,1.0,22.0,1341.0,89.0,3.97,1.462,8.8,0.6,4.3,5.6,1.29,4.63,4.20,0.01,0.14,99.3,4.30,-15,-1.3,1.12,-0.2,1.3,13.0,.477,.496
Jorge Comellas,1945,1945,Jorge Comellas,cu,['Pitcher'],Right,Right,-,-,-,-,1.0,0.0,2.0,.000,4.50,7.0,1.0,0.0,0.0,0.0,0.0,12.0,11.0,7.0,6.0,1.0,6.0,0.0,6.0,0.0,0.0,0.0,51.0,84.0,4.27,1.417,8.3,0.8,4.5,4.5,1.00,5.25,4.76,0.22,0.00,94.5,4.29,-1,-0.1,.53,0.0,0.0,0.0,.480,.499
Steve Comer,1978,1984,Steven Michael Comer,us,['Pitcher'],Both,Right,-,-,-,-,7.0,44.0,37.0,.543,4.13,176.0,83.0,58.0,11.0,3.0,13.0,701.2,762.0,366.0,322.0,57.0,252.0,26.0,245.0,18.0,0.0,16.0,3044.0,96.0,4.21,1.445,9.8,0.7,3.2,3.1,0.97,4.69,4.43,0.11,0.00,98.0,4.24,-34,-3.1,1.53,-0.7,3.1,32.0,.483,.498
Clint Compton,1972,1972,Robert Clinton Compton,us,['Pitcher'],Left,Left,-,-,-,-,1.0,0.0,0.0,,9.00,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,50.0,5.40,2.000,9.0,0.0,9.0,0.0,0.00,9.00,3.13,-0.18,-0.14,118.0,3.74,-1,-0.1,.02,0.1,-0.1,-1,.377,.499
Jack Compton,1911,1911,Harry Leroy Compton,us,['Pitcher'],Right,Right,-,-,-,-,1.0,0.0,1.0,.000,3.91,8.0,3.0,4.0,0.0,0.0,1.0,25.1,19.0,11.0,11.0,0.0,15.0,,6.0,1.0,0.0,0.0,109.0,86.0,4.19,1.342,6.8,0.0,5.3,2.1,0.40,3.96,4.27,-0.01,0.00,94.3,4.04,0.0,0.0,1.00,0.0,0.2,2.0,.506,.500
Keith Comstock,1984,1991,Keith Martin Comstock,us,['Pitcher'],Left,Left,-,-,-,-,6.0,10.0,7.0,.588,4.06,144.0,0.0,46.0,0.0,0.0,3.0,153.0,134.0,74.0,69.0,14.0,75.0,13.0,142.0,0.0,3.0,12.0,650.0,99.0,3.62,1.366,7.9,0.8,4.4,8.4,1.89,4.35,4.51,0.19,-0.35,99.9,3.97,-7,-0.6,1.39,0.2,1.1,8.0,.496,.500
Ralph Comstock,1913,1918,Ralph Remick Comstock,us,['Pitcher'],Right,Right,-,-,-,-,3.0,11.0,14.0,.440,3.72,40.0,22.0,13.0,10.0,0.0,4.0,203.0,222.0,116.0,84.0,4.0,39.0,,100.0,4.0,1.0,4.0,838.0,80.0,2.29,1.286,9.8,0.2,1.7,4.4,2.56,5.11,3.84,0.12,0.00,101.4,3.76,-31,-2.8,1.34,-0.2,-1.4,-17,.431,.495
Gerardo Concepción,2016,2016,Gerardo Concepción,cu,['Pitcher'],Left,Left,-,-,-,-,1.0,0.0,0.0,,3.86,3.0,0.0,1.0,0.0,0.0,0.0,2.1,2.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,10.0,125.0,2.72,1.286,7.7,0.0,3.9,7.7,2.00,3.86,4.62,0.64,-0.33,92.8,3.39,0.0,0.0,1.05,0.0,0.0,0.0,.497,.500
Clay Condrey,2002,2009,Clayton Lee Condrey,us,['Pitcher'],Right,Right,-,-,-,-,6.0,18.0,12.0,.600,4.10,179.0,9.0,67.0,0.0,0.0,4.0,250.1,281.0,123.0,114.0,25.0,87.0,21.0,143.0,13.0,1.0,3.0,1101.0,105.0,4.47,1.470,10.1,0.9,3.1,5.1,1.64,4.42,4.73,0.17,-0.23,98.7,4.26,-4,-0.1,.85,-0.3,1.7,17.0,.499,.501
Bob Cone,1915,1915,Robert Earl Cone,us,['Pitcher'],Right,Right,-,-,-,-,1.0,0.0,0.0,,40.50,1.0,1.0,0.0,0.0,0.0,0.0,0.2,5.0,3.0,3.0,0.0,0.0,,0.0,0.0,0.0,0.0,7.0,13.0,2.41,7.500,67.5,0.0,0.0,0.0,,40.50,3.46,-1.38,0.00,106.0,5.12,-3,-0.2,,0.0,-0.2,-3,.270,.499
David Cone,1986,2003,David Brian Cone,us,['Pitcher'],Left,Right,-,-,-,-,17.0,194.0,126.0,.606,3.46,450.0,419.0,9.0,56.0,22.0,1.0,2898.2,2504.0,1222.0,1115.0,258.0,1137.0,42.0,2668.0,106.0,32.0,149.0,12184.0,121.0,3.57,1.256,7.8,0.8,3.5,8.3,2.35,3.79,4.61,-0.12,0.15,98.7,4.82,322.0,35.5,.80,-1.7,61.6,624.0,.579,.513
Dick Conger,1940,1943,Richard Conger,us,['Pitcher'],Right,Right,-,-,-,-,4.0,3.0,7.0,.300,5.14,19.0,12.0,2.0,2.0,0.0,0.0,70.0,86.0,50.0,40.0,3.0,35.0,0.0,24.0,5.0,0.0,3.0,324.0,68.0,4.14,1.729,11.1,0.4,4.5,3.1,0.69,6.43,3.99,-0.23,0.00,100.3,4.23,-17,-1.6,.82,-0.2,-1.2,-12,.414,.492
Allen Conkwright,1920,1920,Allen Howard Conkwright,us,['Pitcher'],Right,Right,-,-,-,-,1.0,2.0,1.0,.667,6.98,5.0,3.0,2.0,0.0,0.0,0.0,19.1,29.0,16.0,15.0,0.0,16.0,,4.0,0.0,0.0,0.0,89.0,54.0,4.87,2.328,13.5,0.0,7.4,1.9,0.25,7.45,4.76,-0.18,0.00,99.9,4.94,-5,-0.5,1.00,0.0,-0.3,-3,.400,.497
Adam Conley,2015,2021,Adam Michael Conley,us,['Pitcher'],Left,Left,-,-,-,-,6.0,25.0,30.0,.455,4.71,191.0,56.0,28.0,0.0,0.0,5.0,434.0,431.0,236.0,227.0,56.0,178.0,19.0,374.0,28.0,0.0,19.0,1889.0,84.0,4.54,1.403,8.9,1.2,3.7,7.8,2.10,4.89,4.49,0.10,0.02,0.00,95.0,4.19,-30,-2.8,1.20,-0.8,0.3,5.0,.485
Bob Conley,1958,1958,Robert Burns Conley,us,['Pitcher'],Right,Right,-,-,-,-,1.0,0.0,0.0,,7.56,2.0,2.0,0.0,0.0,0.0,0.0,8.1,9.0,7.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,36.0,55.0,2.84,1.200,9.7,0.0,1.1,0.0,0.00,7.56,4.29,-0.48,0.00,102.0,4.87,-2,-0.2,,0.0,-0.2,-2,.382,.499
Ed Conley,1884,1884,Edward J. Conley,us,['Pitcher'],-,-,-,-,-,-,1.0,4.0,4.0,.500,2.15,8.0,8.0,0.0,8.0,1.0,0.0,71.0,63.0,47.0,17.0,4.0,22.0,,33.0,,0.0,7.0,304.0,132.0,4.01,1.197,8.0,0.5,2.8,4.2,1.50,5.96,5.47,0.82,0.00,95.0,4.41,-10,-0.9,,-0.2,-0.4,-4,.389,.495
Gene Conley,1952,1963,Donald Eugene Conley,us,['Pitcher'],Right,Right,-,-,-,-,11.0,91.0,96.0,.487,3.82,276.0,214.0,39.0,69.0,13.0,10.0,1588.2,1606.0,767.0,674.0,162.0,511.0,52.0,888.0,31.0,2.0,27.0,6767.0,101.0,3.72,1.333,9.1,0.9,2.9,5.0,1.74,4.34,4.43,0.12,0.03,98.8,4.30,4.0,1.2,1.17,-0.9,15.6,145.0,.504,.502
Snipe Conley,1914,1918,James Patrick Michael Conley,us,['Pitcher'],Right,Right,-,-,-,-,3.0,7.0,10.0,.412,3.36,65.0,17.0,29.0,8.0,2.0,2.0,224.2,226.0,107.0,84.0,9.0,84.0,,128.0,10.0,0.0,1.0,891.0,97.0,3.05,1.380,9.1,0.4,3.4,5.1,1.52,4.29,4.02,-0.21,0.00,106.0,4.48,3.0,0.3,.98,-0.1,1.3,13.0,.505,.503
P.J. Conlon,2018,2018,Patrick Joshua Conlon,gb,['Pitcher'],Left,Left,-,-,-,-,1.0,0.0,0.0,,8.22,3.0,2.0,1.0,0.0,0.0,0.0,7.2,15.0,7.0,7.0,2.0,2.0,0.0,5.0,0.0,0.0,0.0,38.0,48.0,6.03,2.217,17.6,2.3,2.3,5.9,2.50,8.22,4.26,-0.31,0.06,100.0,4.63,-3,-0.3,.10,0.0,-0.2,-2,.403,.498
Sarge Connally,1921,1934,George Walter Connally,us,['Pitcher'],Right,Right,-,-,-,-,12.0,49.0,60.0,.450,4.30,304.0,67.0,163.0,32.0,2.0,31.0,994.0,1104.0,575.0,475.0,32.0,449.0,4.0,345.0,40.0,1.0,20.0,4438.0,99.0,3.96,1.562,10.0,0.3,4.1,3.1,0.77,5.21,5.10,0.03,0.00,99.6,5.05,-23,-2.2,1.39,-1.4,6.9,97.0,.493,.499
Bill Connelly,1945,1953,William Wirt Connelly,us,['Pitcher'],Left,Right,-,-,-,-,4.0,6.0,2.0,.750,6.92,25.0,7.0,9.0,0.0,0.0,0.0,66.1,71.0,54.0,51.0,10.0,53.0,2.0,34.0,0.0,0.0,3.0,306.0,59.0,5.84,1.869,9.6,1.4,7.2,4.6,0.64,7.33,4.32,0.08,0.00,100.1,4.23,-23,-2.0,.81,0.2,-1.1,-16,.419,.496
Steve Connelly,1998,1998,Steven Lee Connelly,us,['Pitcher'],Right,Right,-,-,-,-,1.0,0.0,0.0,,1.93,3.0,0.0,1.0,0.0,0.0,0.0,4.2,10.0,1.0,1.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,28.0,251.0,5.92,3.000,19.3,0.0,7.7,1.9,0.25,1.93,4.20,-0.59,-0.32,104.7,4.68,1.0,0.1,.50,0.0,0.2,2.0,.547,.501
Ed Connolly,1964,1967,Edward Joseph Connolly,us,['Pitcher'],Left,Left,-,-,-,-,2.0,6.0,12.0,.333,5.88,42.0,19.0,9.0,1.0,1.0,0.0,130.0,143.0,96.0,85.0,9.0,98.0,4.0,118.0,7.0,0.0,16.0,627.0,63.0,4.09,1.854,9.9,0.6,6.8,8.2,1.20,6.65,3.99,-0.20,0.01,105.0,4.42,-30,-3.2,.60,0.1,-2.0,-23,.425,.492
John Connor,1884,1885,John Connor,us,['Pitcher'],-,-,-,-,-,-,2.0,2.0,8.0,.200,3.81,12.0,12.0,0.0,12.0,0.0,0.0,104.0,127.0,80.0,44.0,1.0,32.0,,48.0,2.0,0.0,6.0,472.0,80.0,3.29,1.529,11.0,0.1,2.8,4.2,1.50,6.92,5.45,0.17,0.00,98.1,5.20,-18,-1.5,,-0.2,-0.8,-10,.375,.496
Bill Connors,1966,1968,William Joseph Connors,us,['Pitcher'],Right,Right,-,-,-,-,3.0,0.0,2.0,.000,7.53,26.0,1.0,7.0,0.0,0.0,0.0,43.0,49.0,36.0,36.0,7.0,19.0,2.0,24.0,2.0,0.0,2.0,201.0,46.0,4.96,1.581,10.3,1.5,4.0,5.0,1.26,7.53,4.08,-0.14,-0.15,101.1,4.12,-17,-1.9,.57,0.3,-1.2,-13,.428,.496
Theodore Conover,1889,1889,Theodore Conover,us,['Pitcher'],Right,Right,-,-,-,-,1.0,0.0,0.0,,13.50,1.0,0.0,1.0,0.0,0.0,1.0,2.0,4.0,4.0,3.0,0.0,2.0,,1.0,0.0,0.0,0.0,12.0,35.0,5.01,3.000,18.0,0.0,9.0,4.5,0.50,18.00,6.05,0.14,0.00,103.0,6.09,-3,-0.2,1.00,0.0,-0.2,-2,.318,.499
Tim Conroy,1978,1987,Timothy James Conroy,us,['Pitcher'],Left,Left,-,-,-,-,7.0,18.0,32.0,.360,4.69,135.0,71.0,21.0,5.0,1.0,0.0,466.2,438.0,279.0,243.0,47.0,284.0,13.0,307.0,10.0,2.0,31.0,2081.0,81.0,4.65,1.547,8.4,0.9,5.5,5.9,1.08,5.38,4.42,0.13,0.04,95.2,4.11,-66,-6.7,.75,-0.2,-2.5,-23,.451,.492
Jim Constable,1956,1963,Jimmy Lee Constable,us,['Pitcher'],Both,Left,-,-,-,-,5.0,3.0,4.0,.429,4.87,56.0,6.0,10.0,1.0,1.0,2.0,98.0,109.0,56.0,53.0,9.0,41.0,0.0,59.0,7.0,1.0,3.0,432.0,81.0,3.95,1.531,10.0,0.8,3.8,5.4,1.44,5.14,4.33,-0.11,0.00,98.5,4.37,-8,-0.6,.95,0.4,0.7,1.0,.489,.500
Sandy Consuegra,1950,1957,Sandalio Simeon Consuegra,cu,['Pitcher'],Right,Right,-,-,-,-,8.0,51.0,32.0,.614,3.37,248.0,71.0,91.0,24.0,5.0,28.0,809.1,811.0,346.0,303.0,43.0,246.0,28.0,193.0,6.0,2.0,8.0,3401.0,119.0,3.61,1.306,9.0,0.5,2.7,2.1,0.78,3.85,4.57,0.11,0.00,99.6,4.44,50.0,5.5,1.40,-0.3,12.2,121.0,.522,.505
Carlos Contreras,2014,2015,Carlos Manuel Contreras,do,['Pitcher'],Right,Right,-,-,-,-,2.0,0.0,1.0,.000,5.51,39.0,0.0,16.0,0.0,0.0,0.0,47.1,41.0,32.0,29.0,5.0,37.0,0.0,38.0,1.0,1.0,6.0,219.0,71.0,5.31,1.648,7.8,1.0,7.0,7.2,1.03,6.08,4.11,0.10,-0.30,102.4,3.79,-12,-1.3,.41,0.3,-0.5,-8,.467,.496
José Contreras,2003,2013,José Ariel Contreras,cu,['Pitcher'],Right,Right,-,-,-,-,11.0,78.0,67.0,.538,4.57,299.0,175.0,37.0,5.0,3.0,9.0,1173.0,1176.0,660.0,595.0,131.0,427.0,15.0,889.0,62.0,2.0,72.0,5087.0,100.0,4.29,1.367,9.0,1.0,3.3,6.8,2.08,5.06,4.85,-0.14,0.13,102.9,5.27,19.0,2.3,1.08,-0.8,13.5,155.0,.508,.502
Nardi Contreras,1980,1980,Arnaldo Juan Contreras,us,['Pitcher'],Both,Right,-,-,-,-,1.0,0.0,0.0,,5.93,8.0,0.0,6.0,0.0,0.0,0.0,13.2,18.0,10.0,9.0,1.0,7.0,2.0,8.0,2.0,0.0,0.0,65.0,70.0,4.51,1.829,11.9,0.7,4.6,5.3,1.14,6.59,4.29,-0.08,-0.35,101.2,4.06,-4,-0.4,.16,0.1,-0.1,-3,.451,.498
